ID,lat,long,ele,time,,date,name,cmt,desc,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Author,CreationTime,,Flock
37,-11.88781598,-71.40587803,343.425446,2025-09-04T15:21:14Z,,9/4/2025,591,,,"Navaid, Green",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-04T15:21:14Z,,Bano
38,-11.88787297,-71.40614097,343.630005,2025-09-04T15:26:59Z,,9/4/2025,592,,,"Navaid, Green",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-04T15:26:59Z,,Bano
39,-11.888007,-71.406275,341.49588,2025-09-04T15:51:55Z,,9/4/2025,593,,,"Navaid, Green",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-04T15:51:55Z,,Bano
40,-11.88808202,-71.40621599,339.036987,2025-09-04T15:58:42Z,,9/4/2025,594,,,"Navaid, Green",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-04T15:58:42Z,,Bano
41,-11.88802301,-71.40617802,337.349243,2025-09-04T16:06:42Z,,9/4/2025,595,,,"Navaid, Green",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-04T16:06:42Z,,Bano
42,-11.88842299,-71.40632303,337.253021,2025-09-04T16:17:42Z,,9/4/2025,596,,,"Navaid, Green",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-04T16:17:42Z,,Bano
1,-11.88087501,-71.40248604,315.795044,2025-09-04T11:21:09Z,,9/5/2025,391,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T11:21:09Z,2025-09-04T11:21:09Z,Navidad
2,-11.88084299,-71.40252803,321.97522,2025-09-04T11:40:08Z,,9/5/2025,392,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T11:40:08Z,2025-09-04T11:40:08Z,Navidad
3,-11.88062699,-71.402579,329.219452,2025-09-04T11:46:45Z,,9/5/2025,393,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T11:46:45Z,2025-09-04T11:46:45Z,Navidad
4,-11.88046597,-71.40218798,331.165649,2025-09-04T11:51:27Z,,9/5/2025,394,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T11:51:27Z,2025-09-04T11:51:27Z,Navidad
5,-11.88039003,-71.402177,332.255035,2025-09-04T12:02:00Z,,9/5/2025,3951,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T12:02:00Z,2025-09-04T12:02:00Z,Navidad
6,-11.88032197,-71.402249,337.340332,2025-09-04T12:16:22Z,,9/5/2025,3961,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T12:16:22Z,2025-09-04T12:16:22Z,Navidad
7,-11.88063403,-71.40281696,335.897522,2025-09-04T12:20:21Z,,9/5/2025,3971,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T12:20:21Z,2025-09-04T12:20:21Z,Navidad
8,-11.88104499,-71.40268201,345.389313,2025-09-04T12:32:29Z,,9/5/2025,3981,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T12:32:29Z,2025-09-04T12:32:29Z,Navidad
9,-11.88099101,-71.40264697,343.821198,2025-09-04T12:34:34Z,,9/5/2025,3991,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T12:34:34Z,2025-09-04T12:34:34Z,Navidad
10,-11.88088498,-71.40245997,341.939575,2025-09-04T12:55:39Z,,9/5/2025,4001,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T12:55:39Z,2025-09-04T12:55:39Z,Navidad
11,-11.88093703,-71.40248001,340.900482,2025-09-04T13:03:55Z,,9/5/2025,401,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T13:03:55Z,2025-09-04T13:03:55Z,Navidad
12,-11.88077602,-71.40230298,342.554718,2025-09-04T13:11:03Z,,9/5/2025,402,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T13:11:03Z,2025-09-04T13:11:03Z,Navidad
13,-11.88082698,-71.40222201,339.960114,2025-09-04T13:16:41Z,,9/5/2025,403,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T13:16:41Z,2025-09-04T13:16:41Z,Navidad
14,-11.88084701,-71.40253901,331.503815,2025-09-04T13:27:29Z,,9/5/2025,404,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T13:27:29Z,2025-09-04T13:27:29Z,Navidad
15,-11.881017,-71.40265804,332.007568,2025-09-04T13:49:11Z,,9/5/2025,405,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T13:49:11Z,2025-09-04T13:49:11Z,Navidad
16,-11.88101297,-71.40259299,322.781891,2025-09-04T14:00:54Z,,9/5/2025,406,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T14:00:54Z,2025-09-04T14:00:54Z,Navidad
17,-11.88103803,-71.40260196,326.941467,2025-09-04T14:09:33Z,,9/5/2025,407,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T14:09:33Z,2025-09-04T14:09:33Z,Navidad
18,-11.88103099,-71.40265301,318.761902,2025-09-04T14:16:46Z,,9/5/2025,408,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T14:16:46Z,2025-09-04T14:16:46Z,Navidad
19,-11.88095598,-71.40251798,314.60733,2025-09-04T14:21:27Z,,9/5/2025,4091,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T14:21:27Z,2025-09-04T14:21:27Z,Navidad
20,-11.88089303,-71.40242703,313.865845,2025-09-04T14:39:20Z,,9/5/2025,4101,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T14:39:20Z,2025-09-04T14:39:20Z,Navidad
21,-11.88093401,-71.40266902,327.541748,2025-09-04T14:47:10Z,,9/5/2025,4111,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T14:47:10Z,2025-09-04T14:47:10Z,Navidad
22,-11.880932,-71.40284898,330.035553,2025-09-04T14:58:35Z,,9/5/2025,4121,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T14:58:35Z,2025-09-04T14:58:35Z,Navidad
23,-11.88095899,-71.40248101,328.986328,2025-09-04T15:06:04Z,,9/5/2025,4131,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T15:06:04Z,2025-09-04T15:06:04Z,Navidad
24,-11.88115697,-71.40247699,326.788239,2025-09-04T15:08:43Z,,9/5/2025,4141,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T15:08:43Z,2025-09-04T15:08:43Z,Navidad
25,-11.88106301,-71.40257497,330.772308,2025-09-04T15:14:17Z,,9/5/2025,4151,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T15:14:17Z,2025-09-04T15:14:17Z,Navidad
26,-11.88105304,-71.40263096,334.104095,2025-09-04T15:16:25Z,,9/5/2025,4161,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T15:16:25Z,2025-09-04T15:16:25Z,Navidad
27,-11.88109897,-71.40254002,339.253937,2025-09-04T15:23:29Z,,9/5/2025,4171,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T15:23:29Z,2025-09-04T15:23:29Z,Navidad
28,-11.88119201,-71.40252502,336.91568,2025-09-04T15:32:39Z,,9/5/2025,4181,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T15:32:39Z,2025-09-04T15:32:39Z,Navidad
29,-11.88129201,-71.40244698,341.072937,2025-09-04T15:52:55Z,,9/5/2025,4191,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T15:52:55Z,2025-09-04T15:52:55Z,Navidad
30,-11.88132897,-71.402249,338.439087,2025-09-04T16:05:12Z,,9/5/2025,4201,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T16:05:12Z,2025-09-04T16:05:12Z,Navidad
31,-11.88146501,-71.40225898,344.334045,2025-09-04T16:10:15Z,,9/5/2025,4211,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T16:10:15Z,2025-09-04T16:10:15Z,Navidad
32,-11.88145604,-71.40221204,342.932648,2025-09-04T16:13:22Z,,9/5/2025,4221,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T16:13:22Z,2025-09-04T16:13:22Z,Navidad
33,-11.88156601,-71.40220399,344.027161,2025-09-04T16:17:02Z,,9/5/2025,4231,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T16:17:02Z,2025-09-04T16:17:02Z,Navidad
34,-11.88150801,-71.40232796,342.392456,2025-09-04T16:18:33Z,,9/5/2025,4241,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T16:18:33Z,2025-09-04T16:18:33Z,Navidad
35,-11.88128396,-71.40234003,334.429443,2025-09-04T16:22:29Z,,9/5/2025,4251,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T16:22:29Z,2025-09-04T16:22:29Z,Navidad
36,-11.88097802,-71.40229602,335.554688,2025-09-04T16:26:29Z,,9/5/2025,4261,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T16:26:29Z,2025-09-04T16:26:29Z,Navidad
37,-11.88106997,-71.402579,353.061615,2025-09-04T16:35:47Z,,9/5/2025,4271,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T16:35:47Z,2025-09-04T16:35:47Z,Navidad
38,-11.88135797,-71.40232201,341.570587,2025-09-04T16:47:42Z,,9/5/2025,4281,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T16:47:42Z,2025-09-04T16:47:42Z,Navidad
39,-11.88138002,-71.402234,329.791992,2025-09-04T16:51:21Z,,9/5/2025,4291,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T16:51:21Z,2025-09-04T16:51:21Z,Navidad
40,-11.88155604,-71.40206301,315.758392,2025-09-04T17:00:20Z,,9/5/2025,4301,,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T17:00:20Z,2025-09-04T17:00:20Z,Navidad
41,-11.88167498,-71.40218102,327.133362,2025-09-04T17:04:02Z,,9/5/2025,4311,END,END,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-04T17:04:02Z,2025-09-04T17:04:02Z,Navidad
1,-11.875942,-71.409382,328.088043,2025-09-05T13:48:50Z,,9/5/2025,603,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T13:48:50Z,,Yulisa
2,-11.87606396,-71.40930497,327.355103,2025-09-05T14:13:48Z,,9/5/2025,604,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T14:13:48Z,,Yulisa
3,-11.87623898,-71.40931603,324.365906,2025-09-05T14:13:25Z,,9/5/2025,605,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T14:13:25Z,,Yulisa
4,-11.87643101,-71.40931402,323.497101,2025-09-05T14:13:51Z,,9/5/2025,606,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T14:13:51Z,,Yulisa
5,-11.87657702,-71.40938703,323.630249,2025-09-05T14:22:24Z,,9/5/2025,607,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T14:22:24Z,,Yulisa
6,-11.87672596,-71.40927698,324.211151,2025-09-05T14:30:38Z,,9/5/2025,608,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T14:30:38Z,,Yulisa
7,-11.87666796,-71.40914002,326.653229,2025-09-05T14:34:45Z,,9/5/2025,609,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T14:34:45Z,,Yulisa
8,-11.87669504,-71.40901303,330.931702,2025-09-05T14:44:48Z,,9/5/2025,610,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T14:44:48Z,,Yulisa
9,-11.87654098,-71.40911596,342.168854,2025-09-05T15:20:10Z,,9/5/2025,611,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T15:20:10Z,,Yulisa
10,-11.876516,-71.40900004,341.748016,2025-09-05T15:22:53Z,,9/5/2025,612,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T15:22:53Z,,Yulisa
11,-11.87650099,-71.40887699,342.621643,2025-09-05T15:27:06Z,,9/5/2025,613,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T15:27:06Z,,Yulisa
12,-11.87645003,-71.40868597,342.601166,2025-09-05T15:32:08Z,,9/5/2025,614,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T15:32:08Z,,Yulisa
13,-11.87634903,-71.40850903,342.01236,2025-09-05T15:32:11Z,,9/5/2025,615,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T15:32:11Z,,Yulisa
14,-11.87638398,-71.40829403,341.587341,2025-09-05T15:34:56Z,,9/5/2025,616,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T15:34:56Z,,Yulisa
15,-11.87625004,-71.40822002,341.636383,2025-09-05T15:39:19Z,,9/5/2025,617,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T15:39:19Z,,Yulisa
16,-11.87610696,-71.40820904,343.984985,2025-09-05T15:55:50Z,,9/5/2025,619,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T15:55:50Z,,Yulisa
17,-11.87593999,-71.40819102,346.061615,2025-09-05T16:02:43Z,,9/5/2025,620,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T16:02:43Z,,Yulisa
18,-11.87592901,-71.408289,346.342651,2025-09-05T16:10:15Z,,9/5/2025,621,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T16:10:15Z,,Yulisa
19,-11.87594603,-71.40837399,344.630798,2025-09-05T16:10:00Z,,9/5/2025,622,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T16:10:00Z,,Yulisa
20,-11.87594603,-71.40847801,343.995941,2025-09-05T16:13:33Z,,9/5/2025,623,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T16:13:33Z,,Yulisa
21,-11.87609799,-71.40849503,345.625427,2025-09-05T16:26:48Z,,9/5/2025,624,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T16:26:48Z,,Yulisa
22,-11.876631,-71.40838103,349.137146,2025-09-05T16:42:43Z,,9/5/2025,625,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T16:42:43Z,,Yulisa
23,-11.87654299,-71.408576,347.189331,2025-09-05T16:56:39Z,,9/5/2025,626,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T16:56:39Z,,Yulisa
24,-11.87666402,-71.40856602,346.352692,2025-09-05T17:01:15Z,,9/5/2025,627,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Jorge,2025-09-05T17:01:15Z,,Yulisa
1,-11.87533901,-71.40809102,299.965912,2025-09-05T11:26:11Z,,9/5/2025,4321,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T11:26:11Z,,El Tigre
2,-11.87534999,-71.40809303,297.5401,2025-09-05T11:26:14Z,,9/5/2025,4331,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T11:26:14Z,,El Tigre
3,-11.87534102,-71.40787804,328.947906,2025-09-05T11:39:40Z,,9/5/2025,4341,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T11:39:40Z,,El Tigre
4,-11.87534496,-71.40767,330.972382,2025-09-05T11:43:32Z,,9/5/2025,4351,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T11:43:32Z,,El Tigre
5,-11.875394,-71.40765801,332.946686,2025-09-05T11:50:24Z,,9/5/2025,4361,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T11:50:24Z,,El Tigre
6,-11.87523097,-71.40767,338.348114,2025-09-05T11:53:42Z,,9/5/2025,4371,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T11:53:42Z,,El Tigre
7,-11.87494498,-71.40752197,342.314636,2025-09-05T11:57:28Z,,9/5/2025,4381,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T11:57:28Z,,El Tigre
8,-11.87481497,-71.40760101,337.928589,2025-09-05T12:00:10Z,,9/5/2025,4391,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T12:00:10Z,,El Tigre
9,-11.87509401,-71.40743203,337.437164,2025-09-05T12:05:01Z,,9/5/2025,4401,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T12:05:01Z,,El Tigre
10,-11.87499803,-71.40756204,340.689606,2025-09-05T12:15:44Z,,9/5/2025,4411,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T12:15:44Z,,El Tigre
11,-11.87525804,-71.40782397,340.500641,2025-09-05T12:26:04Z,,9/5/2025,4421,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T12:26:04Z,,El Tigre
12,-11.87545401,-71.40812597,333.344666,2025-09-05T12:34:44Z,,9/5/2025,4431,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T12:34:44Z,,El Tigre
13,-11.87462202,-71.40834901,333.810913,2025-09-05T12:44:00Z,,9/5/2025,4441,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T12:44:00Z,,El Tigre
14,-11.874704,-71.40869502,334.86972,2025-09-05T12:59:36Z,,9/5/2025,4451,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T12:59:36Z,,El Tigre
15,-11.87493701,-71.40882997,339.603607,2025-09-05T13:04:03Z,,9/5/2025,4461,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T13:04:03Z,,El Tigre
16,-11.87515302,-71.40886702,339.217346,2025-09-05T13:06:40Z,,9/5/2025,4471,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T13:06:40Z,,El Tigre
17,-11.87565803,-71.40868798,342.404083,2025-09-05T13:17:44Z,,9/5/2025,4481,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T13:17:44Z,,El Tigre
18,-11.87582399,-71.40866904,344.269012,2025-09-05T13:29:01Z,,9/5/2025,4491,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T13:29:01Z,,El Tigre
19,-11.87554001,-71.40833803,329.838562,2025-09-05T13:43:03Z,,9/5/2025,4501,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T13:43:03Z,,El Tigre
20,-11.87506501,-71.40837299,321.425964,2025-09-05T14:05:23Z,,9/5/2025,4511,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T14:05:23Z,,El Tigre
21,-11.87498898,-71.40826201,322.923096,2025-09-05T14:09:35Z,,9/5/2025,4521,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T14:09:35Z,,El Tigre
22,-11.87476502,-71.40827299,331.479828,2025-09-05T14:27:15Z,,9/5/2025,4531,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T14:27:15Z,,El Tigre
23,-11.87465102,-71.40799304,330.699524,2025-09-05T14:45:17Z,,9/5/2025,4541,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T14:45:17Z,,El Tigre
24,-11.874964,-71.407756,337.289215,2025-09-05T15:07:42Z,,9/5/2025,4551,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T15:07:42Z,,El Tigre
25,-11.87504497,-71.40795297,342.044525,2025-09-05T15:14:50Z,,9/5/2025,4561,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T15:14:50Z,,El Tigre
26,-11.874892,-71.40831901,346.726562,2025-09-05T15:37:34Z,,9/5/2025,4571,,,"Navaid, Violet",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-05T15:37:34Z,,El Tigre
1,-11.88949504,-71.40704798,314.073914,2025-09-06T12:39:22Z,,9/6/2025,CAL1,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T12:39:22Z,,Calidad 1
2,-11.89009502,-71.40754703,330.243713,2025-09-06T14:22:15Z,,9/6/2025,CAL10,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T14:22:15Z,,Calidad 1
3,-11.89012997,-71.40764896,329.384338,2025-09-06T14:30:07Z,,9/6/2025,CAL11,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T14:30:07Z,,Calidad 1
4,-11.89041001,-71.40798599,333.109772,2025-09-06T15:01:31Z,,9/6/2025,CAL14,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T15:01:31Z,,Calidad 1
5,-11.89038704,-71.40805104,335.621216,2025-09-06T15:17:50Z,,9/6/2025,CAL15,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T15:17:50Z,,Calidad 1
6,-11.89029803,-71.407828,338.104736,2025-09-06T15:31:46Z,,9/6/2025,CAL151,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T15:31:46Z,,Calidad 1
7,-11.89042803,-71.40805196,336.891571,2025-09-06T15:21:25Z,,9/6/2025,CAL16,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T15:21:25Z,,Calidad 1
8,-11.89012301,-71.407887,337.933167,2025-09-06T15:40:13Z,,9/6/2025,CAL19,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T15:40:13Z,,Calidad 1
9,-11.88956402,-71.40732097,320.115845,2025-09-06T12:50:09Z,,9/6/2025,CAL2,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T12:50:09Z,,Calidad 1
10,-11.890294,-71.40786404,340.586609,2025-09-06T15:56:06Z,,9/6/2025,CAL20,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T15:56:06Z,,Calidad 1
11,-11.89015101,-71.40780402,345.091583,2025-09-06T16:04:38Z,,9/6/2025,CAL21,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T16:04:38Z,,Calidad 1
12,-11.89017297,-71.40780402,346.65744,2025-09-06T16:13:15Z,,9/6/2025,CAL22,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T16:13:15Z,,Calidad 1
13,-11.89018403,-71.40784702,346.654144,2025-09-06T16:16:29Z,,9/6/2025,CAL23,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T16:16:29Z,,Calidad 1
14,-11.89024396,-71.40776698,347.454407,2025-09-06T16:22:41Z,,9/6/2025,CAL24,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T16:22:41Z,,Calidad 1
15,-11.89009401,-71.40783596,345.80481,2025-09-06T16:31:11Z,,9/6/2025,CAL25,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T16:31:11Z,,Calidad 1
16,-11.88992503,-71.40779799,343.944519,2025-09-06T16:43:25Z,,9/6/2025,CAL27,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T16:43:25Z,,Calidad 1
17,-11.88994599,-71.40773797,343.340668,2025-09-06T16:50:51Z,,9/6/2025,CAL28,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T16:50:51Z,,Calidad 1
18,-11.889978,-71.40769799,344.209839,2025-09-06T17:00:25Z,,9/6/2025,CAL29,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T17:00:25Z,,Calidad 1
19,-11.88954902,-71.40759104,326.885376,2025-09-06T13:01:23Z,,9/6/2025,CAL3,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T13:01:23Z,,Calidad 1
20,-11.88979796,-71.40753203,333.547791,2025-09-06T13:20:43Z,,9/6/2025,CAL5,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T13:20:43Z,,Calidad 1
21,-11.88988002,-71.407599,334.475555,2025-09-06T13:31:58Z,,9/6/2025,CAL6,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T13:31:58Z,,Calidad 1
22,-11.88967098,-71.40737202,336.084961,2025-09-06T13:40:11Z,,9/6/2025,CAL8,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T13:40:11Z,,Calidad 1
23,-11.88975002,-71.40755299,333.065796,2025-09-06T13:50:26Z,,9/6/2025,CAL81,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T13:50:26Z,,Calidad 1
24,-11.88985898,-71.40765097,331.18924,2025-09-06T14:01:40Z,,9/6/2025,CAL9,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T14:01:40Z,,Calidad 1
25,-11.88995596,-71.40756397,331.647461,2025-09-06T14:10:32Z,,9/6/2025,CAL91,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T14:10:32Z,,Calidad 1
26,-11.89004699,-71.40762297,330.461884,2025-09-06T14:20:19Z,,9/6/2025,CAL92,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T14:20:19Z,,Calidad 1
27,-11.89014799,-71.40777997,330.621124,2025-09-06T14:46:01Z,,9/6/2025,CAL?13,,,City (Small),user,,,,,,,,,,,SymbolAndName,,Ari,2025-09-06T14:46:01Z,,Calidad 1
2,-11.87711698,-71.40857197,332.999756,2025-09-06T11:05:10Z,,9/6/2025,4591,ROOST REAL,ROOST REAL,"Navaid, White",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-06T11:05:10Z,,Yulisa
3,-11.87816799,-71.404464,326.284302,2025-09-06T11:43:49Z,,9/6/2025,4601,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-06T11:43:49Z,,Parker
4,-11.87830201,-71.40415798,328.456665,2025-09-06T11:56:52Z,,9/6/2025,4611,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-06T11:56:52Z,,Parker
5,-11.87796397,-71.40352498,337.837982,2025-09-06T12:16:02Z,,9/6/2025,4621,,,"Block, Red",user,,,,,,,,,,,SymbolAndName,,Danny,2025-09-06T12:16:02Z,,Parker
